RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,Marital Status,Income,Education Level,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited 
3521,28569248,554,Perth,Female,43,10,0,Single,93139.65,Diploma,2,1,0,149629.13,1
3522,28812706,627,Melborne,Male,49,4,111087.5,Single,43076.35,Diploma,1,0,1,146680.25,0
3523,28645045,659,Perth,Female,38,9,0,Single,37779.49,Bachelors,2,1,1,132809.18,0
3524,28766746,835,Perth,Male,35,6,127120.07,Married,19077.94,Masters,1,1,0,28707.69,0
3525,28700383,763,Perth,Female,35,7,115651.6,Divorced,74377.37,Masters,2,1,1,104706.29,0
3526,28632551,625,Brisbane,Male,31,4,77743.01,Divorced,24013.03,Masters,2,1,0,75335.68,0
3527,28795129,799,Perth,Female,30,9,0,Divorced,85187.64,Masters,2,1,0,136827.96,0
3528,28650545,849,Perth,Male,69,7,71996.09,Married,54705.5,Bachelors,1,1,1,139065.94,0
3529,28612769,692,Perth,Male,28,5,61581.97,Divorced,6250.54,Masters,1,1,1,70179.91,0
3530,28710853,623,Perth,Female,24,5,0,Single,68859.04,Bachelors,2,1,0,116160.04,0
3531,28623712,453,Melborne,Female,42,5,0,Single,71185.57,Bachelors,3,1,0,83008.49,1
3532,28653251,408,Perth,Female,84,8,87873.39,Divorced,68185.79,Diploma,1,0,0,188484.52,1
3533,28755077,778,Brisbane,Female,37,0,105617.73,Divorced,20118.18,Masters,2,1,1,133699.82,1
3534,28808557,695,Perth,Female,42,5,0,Married,52927.93,Bachelors,1,0,1,72172.13,1
3535,28614687,677,Brisbane,Female,44,4,148770.61,Married,29076.64,Bachelors,2,1,1,191057.76,0
3536,28626882,662,Melborne,Male,37,5,94901.09,Married,94555,Masters,1,1,1,48233.75,0
3537,28748034,534,Perth,Male,29,7,174851.9,Divorced,24640.51,Bachelors,1,1,1,79178.31,0
3538,28632324,602,Perth,Male,59,7,0,Single,95692.22,Bachelors,2,1,1,162347.05,0
3539,28761023,554,Brisbane,Female,43,2,120847.11,Divorced,68356.51,Diploma,1,1,0,7611.61,1
3540,28761453,667,Perth,Male,42,6,0,Single,40919.99,Masters,1,1,0,88890.05,0
3541,28646726,672,Perth,Male,43,5,0,Divorced,11289.96,Masters,1,0,0,63833.09,0
3542,28637169,838,Melborne,Female,67,4,103267.8,Divorced,81188.06,Bachelors,1,1,1,78310.04,0
3543,28636024,692,Melborne,Female,34,4,109699.08,Married,88194.65,Bachelors,1,1,1,37898.91,0
3544,28801218,675,Perth,Male,49,8,135133.39,Single,40806.37,Bachelors,1,0,1,179521.24,1
3545,28642655,731,Melborne,Male,33,1,0,Married,32499.01,Masters,1,1,0,130726.96,0
3546,28690130,468,Perth,Female,32,8,137649.47,Single,35501.96,Diploma,1,0,0,198714.29,0
3547,28653753,542,Melborne,Male,43,6,113567.94,Married,49110.24,Masters,1,1,0,89543.25,0
3548,28641359,662,Melborne,Female,35,6,0,Divorced,25386.68,Bachelors,2,0,0,2423.9,1
3549,28776827,770,Brisbane,Male,37,5,141547.26,Single,94697.01,Diploma,2,0,1,180326.83,0
3550,28647725,675,Perth,Female,61,5,62055.17,Divorced,87252.91,Bachelors,3,1,0,166305.16,1
3551,28648455,647,Brisbane,Male,51,4,131156.76,Married,80351.36,Diploma,1,1,0,29883.63,0
3552,28580629,604,Perth,Male,31,6,134837.58,Single,56257.57,Bachelors,1,1,0,192029.19,0
3553,28730161,833,Perth,Female,39,3,0,Married,69599.69,Bachelors,2,1,0,1710.89,0
3554,28626612,741,Melborne,Male,40,4,104784.23,Married,54090,Masters,1,1,0,135163.76,1
3555,28662865,658,Melborne,Male,36,1,0,Divorced,16981.8,Bachelors,2,0,1,84927.42,0
3556,28629094,528,Perth,Female,36,1,156948.41,Married,34867.52,Bachelors,1,1,1,149912.28,1
3557,28651823,590,Perth,Female,60,6,147751.75,Single,95199.38,Diploma,1,1,0,88206.04,1
3558,28594827,675,Perth,Male,34,1,124619.33,Married,23621.34,Diploma,2,0,1,163667.56,0
3559,28786392,765,Perth,Male,41,4,124182.21,Married,53474.79,Masters,1,0,0,100153.43,0
3560,28727353,650,Perth,Female,64,7,142028.36,Divorced,29859.17,Diploma,1,1,0,32275.09,1
3561,28733777,817,Perth,Male,44,8,0,Divorced,93233.81,Masters,1,0,0,65501.91,1
3562,28614302,699,Brisbane,Female,31,10,125837.86,Single,24787.54,Masters,2,1,0,189392.66,0
3563,28723263,495,Brisbane,Female,34,9,117160.32,Divorced,26284.8,Bachelors,1,1,1,116069.24,1
3564,28687270,491,Melborne,Female,61,8,0,Married,38274.85,Bachelors,2,0,1,139861.53,0
3565,28803121,847,Perth,Male,51,5,97565.74,Married,31868.59,Diploma,1,0,0,144184.06,1
3566,28598700,676,Melborne,Female,30,5,0,Married,63094.53,Masters,2,0,1,157888.5,0
3567,28741875,746,Melborne,Female,25,3,104833.79,Married,19945.3,Bachelors,1,0,0,71911.3,0
3568,28631709,470,Melborne,Female,31,2,101675.22,Divorced,46160.72,Masters,2,1,0,45033.75,0
3569,28672970,714,Melborne,Male,20,3,0,Divorced,8516.28,Bachelors,2,0,1,150465.93,0
3570,28761670,695,Perth,Female,50,8,0,Single,82863.83,Bachelors,1,1,0,126381.6,1
3571,28706005,674,Perth,Male,46,2,174701.05,Single,57273.5,Bachelors,1,1,0,90189.72,1
3572,28790336,664,Brisbane,Male,36,6,71142.77,Single,52167.67,Bachelors,2,1,0,122433.09,0
3573,28754267,697,Brisbane,Male,31,3,108805.42,Single,26763.21,Diploma,2,0,1,123825.83,0
3574,28791988,670,Perth,Male,68,4,0,Divorced,43573.83,Diploma,2,1,1,11426.7,0
3575,28683375,541,Perth,Female,32,4,0,Single,95704.99,Bachelors,1,1,1,114951.42,0
3576,28625281,640,Perth,Female,66,9,116037.76,Single,26135.83,Bachelors,1,0,1,184636.05,0
3577,28635285,647,Perth,Male,28,8,0,Divorced,16943.86,Diploma,2,1,1,91055.27,0
3578,28574296,757,Perth,Male,23,2,80673.96,Single,15275.31,Bachelors,2,1,0,93991.65,0
3579,28711618,704,Brisbane,Female,39,1,124640.51,Divorced,60404.74,Bachelors,1,1,0,116511.12,1
3580,28670943,778,Brisbane,Male,31,9,182275.23,Married,26480.68,Bachelors,2,1,0,190631.23,0
3581,28634359,639,Brisbane,Female,41,5,98635.77,Married,35418.79,Diploma,1,1,0,199970.74,0
3582,28586629,637,Perth,Male,33,5,0,Married,28280.16,Bachelors,2,1,0,139947.17,0
3583,28588461,686,Perth,Male,35,4,0,Married,99932.64,Bachelors,1,1,0,8816.37,0
3584,28773221,577,Melborne,Male,43,8,79757.21,Divorced,73103.95,Masters,1,1,0,135650.72,1
3585,28664227,506,Brisbane,Male,28,8,53053.76,Single,13313.85,Diploma,1,0,1,24577.34,0
3586,28741745,757,Perth,Male,28,7,120911.75,Divorced,8001.52,Bachelors,2,1,1,131249.46,0
3587,28652626,826,Perth,Male,55,4,115285.85,Divorced,74950.64,Diploma,1,1,0,140126.17,0
3588,28599410,721,Perth,Male,41,2,0,Married,38843.59,Diploma,2,1,0,168219.75,0
3589,28571958,489,Melborne,Male,40,3,221532.8,Married,95875.91,Diploma,1,1,0,171867.08,0
3590,28785406,446,Perth,Female,51,4,105056.13,Married,47524.57,Diploma,1,0,0,70613.52,0
3591,28687884,677,Perth,Male,37,3,88363.03,Married,91790.75,Bachelors,1,0,1,117946.3,0
3592,28621685,769,Perth,Male,29,2,123757.52,Divorced,33742.95,Bachelors,2,1,0,84872.66,0
3593,28628886,677,Melborne,Male,56,5,123959.97,Single,44998.49,Bachelors,1,1,1,60590.72,1
3594,28699325,555,Brisbane,Female,62,10,114822.64,Married,82425.34,Bachelors,1,0,1,8444.5,0
3595,28578369,652,Brisbane,Female,37,9,145219.3,Single,29626.69,Diploma,1,1,0,159132.83,0
3596,28654286,722,Brisbane,Female,32,5,106807.64,Married,64392.77,Diploma,1,1,1,76998.69,0
3597,28707199,643,Perth,Male,36,0,148159.71,Single,93630.89,Masters,1,0,0,55835.66,0
3598,28671630,796,Brisbane,Female,40,1,99745.95,Single,29808.84,Diploma,1,1,0,177524.19,0
3599,28632079,720,Brisbane,Female,37,8,156282.79,Single,46290.84,Masters,1,1,0,45985.52,0
3600,28767921,613,Perth,Male,41,7,0,Married,16147.91,Diploma,2,1,0,60297.72,0
3601,28573599,506,Perth,Female,57,6,0,Married,73081.4,Diploma,2,0,1,194421.12,1
3602,28747208,608,Perth,Male,50,6,0,Married,86426.02,Masters,1,1,0,93568.77,1
3603,28582762,667,Melborne,Male,77,2,0,Divorced,38535.73,Bachelors,1,1,1,34702.92,0
3604,28772528,750,Perth,Female,47,7,121376.15,Married,64581.87,Masters,2,1,0,54473.6,1
3605,28755798,610,Perth,Male,33,4,111582.11,Divorced,93254.62,Diploma,1,0,0,113943.17,0
3606,28788683,588,Brisbane,Female,34,10,129417.82,Married,36681.75,Masters,1,1,0,153727.32,0
3607,28616922,479,Perth,Female,26,1,0,Single,60040.1,Masters,2,1,1,19116.97,0
3608,28771855,682,Perth,Male,37,5,0,Single,47589.58,Bachelors,2,0,1,112554.68,0
3609,28601873,677,Perth,Female,36,7,0,Single,71480.23,Bachelors,1,1,0,47318.75,0
3610,28657868,850,Brisbane,Male,40,6,94607.08,Divorced,49075.34,Bachelors,1,1,0,36690.49,0
3611,28711716,580,Perth,Female,56,1,131368.3,Divorced,7037.68,Masters,1,1,0,106918.67,1
3612,28734246,746,Perth,Female,21,8,166883.07,Married,97670.19,Bachelors,2,0,1,194563.65,0
3613,28792281,635,Melborne,Female,37,3,0,Married,75473.43,Diploma,2,1,0,91086.73,0
3614,28770289,664,Brisbane,Male,25,6,172812.72,Married,64694.41,Bachelors,2,1,1,108008.65,0
3615,28747649,558,Brisbane,Female,36,0,126606.63,Divorced,49035,Bachelors,2,1,1,172363.52,0
3616,28639357,415,Perth,Male,46,9,134950.19,Single,39190.82,Masters,3,0,0,178587.36,1
3617,28738907,798,Perth,Female,60,6,96956.1,Single,91314.03,Masters,1,1,0,31907.44,1
3618,28663446,792,Brisbane,Female,29,4,107601.79,Divorced,20423.4,Bachelors,1,1,0,18922.18,1
3619,28750867,489,Brisbane,Female,46,8,92060.06,Single,31128.73,Bachelors,1,1,0,147222.95,1
3620,28728939,730,Perth,Male,33,0,0,Divorced,55987.66,Masters,2,1,0,1474.79,0
3621,28763806,773,Perth,Male,41,4,0,Married,48045.25,Masters,2,1,1,24924.92,0
3622,28637993,711,Perth,Male,36,9,137688.71,Divorced,87784.82,Bachelors,1,1,1,46884.1,0
3623,28720338,592,Melborne,Male,55,8,85845.43,Married,60804.52,Bachelors,2,1,1,128918.42,0
3624,28627162,695,Brisbane,Male,27,6,125552.96,Single,21153.55,Diploma,1,1,0,105291.26,0
3625,28596710,640,Perth,Female,33,1,167298.42,Divorced,90518.74,Diploma,1,0,1,145381.65,0
3626,28781678,470,Melborne,Male,31,4,55732.92,Married,90235.78,Diploma,2,1,1,103792.53,0
3627,28634968,789,Brisbane,Female,37,6,110689.07,Single,21161.36,Masters,1,1,1,71121.04,1
3628,28609475,604,Melborne,Female,39,7,98544.11,Divorced,85494.64,Bachelors,1,1,1,52327.57,0
3629,28573319,493,Brisbane,Female,35,8,178317.6,Single,99738.04,Diploma,1,0,0,197428.64,0
3630,28738291,671,Perth,Female,48,8,115713.84,Single,77761.6,Masters,2,0,0,83210.84,0
3631,28782456,656,Perth,Male,46,9,143267.14,Divorced,82139.09,Bachelors,2,0,0,193099.43,0
3632,28794841,739,Melborne,Male,19,5,89750.21,Single,76779.57,Diploma,1,1,0,193008.52,0
3633,28684696,560,Melborne,Female,26,3,116576.45,Single,38134.87,Bachelors,1,1,0,157567.37,0
3634,28629846,827,Brisbane,Female,47,8,143001.5,Married,37848.86,Bachelors,2,1,0,108977.5,0
3635,28674442,681,Perth,Male,23,7,157761.56,Married,20291.71,Masters,1,0,0,147759.84,0
3636,28571689,740,Perth,Female,37,5,0,Married,88800.84,Diploma,2,1,1,27528.4,0
3637,28730469,663,Melborne,Male,31,4,103430.11,Married,53280.05,Masters,2,0,1,36479.27,0
3638,28809320,845,Melborne,Female,52,0,0,Divorced,42871.38,Masters,1,1,0,31726.76,1
3639,28684367,555,Melborne,Male,27,5,0,Single,12522.73,Diploma,2,0,0,96398.51,0
3640,28793049,680,Brisbane,Female,48,8,115115.38,Married,12238.95,Masters,1,1,0,139558.6,1
3641,28603665,638,Brisbane,Female,39,0,122501.28,Married,86354.11,Masters,2,1,1,95007.8,0
3642,28613623,640,Melborne,Male,62,3,0,Divorced,97019.43,Masters,1,1,1,101663.47,0
3643,28569572,778,Perth,Male,42,6,0,Single,31504.29,Masters,2,1,1,106197.44,0
3644,28698791,679,Perth,Male,45,3,146758.24,Married,76354.33,Masters,1,1,0,48466.89,0
3645,28626233,593,Perth,Female,32,3,0,Married,15166.55,Bachelors,2,1,1,151978.36,0
3646,28607263,788,Perth,Male,55,3,0,Divorced,94377.28,Bachelors,1,0,1,13288.46,1
3647,28610900,770,Perth,Female,70,9,110738.89,Single,56461.86,Diploma,1,1,0,22666.77,1
3648,28624775,729,Perth,Male,67,2,94203.8,Married,18196.35,Bachelors,1,0,1,102391.06,0
3649,28691703,545,Perth,Male,47,8,105792.49,Single,71518.85,Diploma,1,0,1,67830.2,1
3650,28745355,597,Perth,Male,41,4,153198.23,Married,41456.58,Bachelors,1,1,1,92090.36,0
3651,28724955,537,Perth,Male,38,3,0,Married,32662.37,Diploma,2,0,0,141023.01,0
3652,28628999,732,Perth,Male,79,10,61811.23,Divorced,6293.35,Bachelors,1,1,1,104222.8,0
3653,28654341,542,Perth,Male,34,8,101116.06,Married,31764.21,Diploma,1,1,0,196395.05,0
3654,28744240,688,Brisbane,Female,46,0,74458.25,Single,90055.06,Bachelors,1,0,1,6866.31,0
3655,28632365,542,Brisbane,Male,33,8,142871.27,Married,88918.91,Diploma,2,0,0,77737.86,0
3656,28729689,754,Brisbane,Male,35,6,98585.94,Single,84698.91,Diploma,2,0,1,106116.84,0
3657,28759284,750,Perth,Female,37,6,0,Single,96919.88,Bachelors,1,1,1,117948,1
3658,28602124,731,Perth,Male,30,7,0,Married,29331.02,Diploma,2,1,1,184581.68,0
3659,28661903,699,Perth,Female,43,3,80764.03,Married,43232.12,Bachelors,1,1,0,199378.58,1
3660,28664668,534,Perth,Female,42,9,144801.97,Single,63326.06,Diploma,1,0,1,12483.39,1
3661,28736431,494,Melborne,Male,27,2,0,Divorced,82570.28,Bachelors,2,1,0,22404.64,0
3662,28748639,497,Brisbane,Male,35,7,110053.62,Single,28506.07,Bachelors,2,1,1,92887.06,0
3663,28628123,632,Perth,Female,28,5,118890.81,Divorced,41859.78,Bachelors,1,0,1,145157.97,0
3664,28602731,724,Perth,Male,31,5,0,Divorced,94502.6,Bachelors,1,1,0,134889.95,1
3665,28794137,751,Brisbane,Female,37,0,151218.98,Single,10710.2,Diploma,1,1,1,109309.29,0
3666,28748696,733,Perth,Male,42,9,150507.21,Single,93947.23,Masters,1,0,1,169964.12,0
3667,28725068,701,Melborne,Female,21,9,0,Single,74561.28,Bachelors,2,1,1,26327.42,0
3668,28807340,525,Brisbane,Male,33,4,131023.76,Married,35012.94,Bachelors,2,0,0,55072.93,0
3669,28586133,666,Brisbane,Female,44,2,122314.5,Single,26410.21,Diploma,1,0,0,68574.88,1
3670,28576185,653,Perth,Male,29,2,0,Single,12502.25,Diploma,2,1,1,41671.81,0
3671,28660809,850,Perth,Male,28,4,0,Divorced,67171.38,Masters,2,1,1,12409.01,0
3672,28616666,646,Brisbane,Female,52,6,111739.4,Married,79953.09,Masters,2,0,1,68367.18,0
3673,28706904,750,Perth,Male,43,6,113882.31,Married,50269.55,Diploma,1,1,1,74564.41,0
3674,28606928,764,Perth,Male,24,7,98148.61,Single,8495.25,Diploma,1,1,0,26843.76,0
3675,28749693,658,Perth,Female,32,9,0,Married,97473.24,Diploma,2,1,0,156774.75,0
3676,28791743,727,Perth,Male,32,1,59271.82,Single,50094.27,Bachelors,1,1,1,46019.43,0
3677,28796480,687,Perth,Female,31,2,0,Divorced,91198.62,Diploma,2,0,1,145411.39,0
3678,28790442,631,Melborne,Male,33,2,0,Divorced,29844.75,Diploma,2,1,1,158268.84,0
3679,28609458,797,Perth,Male,30,10,69413.44,Single,33141.61,Diploma,1,1,1,74637.57,0
3680,28593897,650,Melborne,Male,25,7,160599.06,Single,47630.01,Masters,2,1,1,28391.52,0
3681,28604576,850,Melborne,Male,22,3,0,Single,19749.83,Bachelors,1,1,1,144385.54,0
3682,28666270,676,Perth,Female,40,2,147803.48,Married,42079.33,Bachelors,1,1,0,95181.06,1
3683,28572626,620,Melborne,Male,44,8,0,Divorced,20225.77,Bachelors,2,1,1,15627.51,0
3684,28727197,576,Perth,Female,52,9,170228.59,Divorced,56283.18,Bachelors,2,0,0,148477.57,1
3685,28714006,482,Perth,Female,35,2,133111.73,Married,82639.26,Diploma,1,0,1,79957.95,0
3686,28642137,695,Melborne,Female,39,5,0,Divorced,12631.7,Bachelors,2,0,0,102763.69,0
3687,28665327,706,Perth,Male,18,2,176139.5,Married,31342.86,Masters,2,1,0,129654.22,0
3688,28626806,668,Perth,Female,32,2,0,Divorced,29633.68,Diploma,2,1,1,40652.33,0
3689,28662578,679,Brisbane,Male,35,1,110245.13,Divorced,33866.43,Diploma,1,1,1,178291.09,0
3690,28790829,703,Perth,Female,45,5,0,Single,70492.77,Masters,2,1,0,131906.44,0
3691,28654959,670,Melborne,Male,67,6,158719.57,Single,13686.65,Bachelors,1,1,1,118607.4,0
3692,28760244,590,Perth,Female,76,5,160979.68,Married,95521.22,Diploma,1,0,1,13848.58,0
3693,28728394,613,Melborne,Male,35,4,123557.65,Married,8042.8,Masters,2,0,1,170903.4,0
3694,28722246,742,Perth,Female,60,4,0,Married,24448.76,Bachelors,1,1,1,13161.66,1
3695,28609704,608,Perth,Female,33,4,0,Single,86777.45,Diploma,1,1,0,79304.38,1
3696,28757628,571,Perth,Male,40,10,112896.86,Married,51771.15,Masters,1,1,1,121402.53,0
3697,28633586,595,Perth,Female,39,7,120962.13,Divorced,30217.22,Bachelors,1,0,0,23305.01,0
3698,28565796,745,Brisbane,Male,48,10,96048.55,Single,17718.48,Masters,1,1,0,74510.65,0
3699,28717935,589,Perth,Female,21,3,0,Divorced,45235.34,Bachelors,2,0,1,55601.44,0
3700,28577700,749,Perth,Male,37,10,185063.7,Divorced,88329.1,Bachelors,2,1,1,134526.87,0
3701,28747345,678,Perth,Female,22,6,118064.93,Divorced,89735.76,Bachelors,2,1,1,195424.01,0
3702,28678317,603,Perth,Male,46,2,0,Single,63560.4,Bachelors,2,1,1,59563.49,0
3703,28698335,504,Perth,Female,73,8,0,Divorced,42449.62,Bachelors,1,1,1,34595.58,0
3704,28768451,739,Brisbane,Male,40,5,149131.03,Married,58882.76,Diploma,3,1,1,60036.99,1
3705,28753213,604,Perth,Female,34,7,0,Single,33719.5,Bachelors,2,1,0,193021.49,0
3706,28769645,612,Perth,Female,35,3,0,Divorced,43950.64,Bachelors,1,1,1,48108.72,0
3707,28657565,629,Melborne,Female,44,6,125512.98,Single,59047.7,Masters,2,0,0,79082.76,0
3708,28620323,652,Melborne,Female,42,3,83492.07,Divorced,57645.56,Bachelors,2,1,0,37914.12,0
3709,28679983,565,Perth,Male,34,7,0,Single,30029,Bachelors,1,0,0,74593.84,0
3710,28812616,707,Perth,Female,49,10,0,Married,69192.31,Diploma,1,1,0,82967.97,1
3711,28601796,645,Perth,Male,30,1,125739.26,Divorced,99331.5,Bachelors,1,1,1,193441.23,0
3712,28729489,762,Brisbane,Female,34,8,98592.88,Married,32017.89,Diploma,1,0,1,191790.29,1
3713,28613216,639,Melborne,Female,39,1,141789.15,Single,65208.13,Bachelors,1,1,0,92455.96,0
3714,28657937,709,Brisbane,Male,22,0,112949.71,Single,34994.61,Bachelors,1,0,0,155231.55,0
3715,28828428,823,Perth,Male,34,3,105057.33,Married,86818.74,Bachelors,1,1,0,9217.92,0
3716,28640409,817,Brisbane,Female,46,0,89087.89,Divorced,32142.26,Bachelors,1,0,1,87941.85,1
3717,28699492,665,Brisbane,Female,27,2,147435.96,Married,29282.48,Bachelors,1,0,0,187508.06,0
3718,28623536,646,Brisbane,Male,39,0,154439.86,Divorced,45593.75,Diploma,1,1,0,171519.06,0
3719,28707551,568,Perth,Male,30,8,73054.37,Married,74040.28,Bachelors,2,1,1,27012,0
3720,28577999,850,Perth,Female,62,1,124678.35,Divorced,22702.19,Diploma,1,1,0,70916,1
3721,28788775,473,Brisbane,Male,40,8,152576.25,Married,30929.77,Bachelors,2,1,0,73073.68,0
3722,28758362,731,Perth,Female,41,9,152243.57,Single,49112.88,Diploma,1,1,1,88783.59,0
3723,28807961,619,Perth,Male,25,4,0,Single,64340.78,Bachelors,1,1,0,145524.36,0
3724,28710978,715,Brisbane,Male,42,2,88120.97,Married,87068.26,Bachelors,2,1,1,21333.22,0
3725,28703541,772,Brisbane,Female,51,9,143930.92,Single,98307.89,Masters,1,0,1,46675.51,1
3726,28626474,686,Perth,Female,31,1,0,Divorced,40505.95,Diploma,2,1,0,4802.25,0
3727,28608344,749,Brisbane,Female,29,7,137059.05,Divorced,10779.15,Bachelors,3,1,0,102975.72,1
3728,28768367,781,Perth,Female,27,7,186558.55,Married,41649.69,Diploma,1,1,1,175071.29,1
3729,28806210,675,Melborne,Male,66,5,115654.47,Married,11511.98,Bachelors,2,1,1,131970.86,0
3730,28697702,730,Melborne,Male,29,2,0,Divorced,90567.56,Masters,2,1,0,14174.09,0
3731,28689282,683,Melborne,Male,38,3,126152.84,Married,41694.92,Bachelors,1,0,0,15378.75,0
3732,28568573,554,Brisbane,Female,51,7,105701.91,Divorced,83937.87,Bachelors,1,0,1,179797.79,1
3733,28689598,722,Perth,Male,46,6,0,Single,87423.98,Masters,1,1,1,93917.68,1
3734,28713374,689,Brisbane,Male,67,9,157094.78,Single,51240.38,Diploma,1,1,1,99490.01,0
3735,28679733,796,Brisbane,Male,40,2,113228.38,Married,68695.95,Bachelors,2,1,1,46415.09,0
3736,28759274,447,Perth,Female,32,10,0,Divorced,23987.76,Bachelors,1,1,1,151815.76,0
3737,28607748,498,Brisbane,Male,37,8,108432.88,Married,7124.06,Bachelors,2,1,1,14865.05,0
3738,28607577,663,Melborne,Male,27,8,0,Divorced,54487.86,Bachelors,1,1,1,188007.99,0
3739,28813697,498,Brisbane,Female,44,2,120702.67,Single,63955.71,Masters,2,1,1,98175.74,0
3740,28801125,627,Perth,Female,32,1,0,Divorced,9815.92,Bachelors,1,1,0,106851.7,0
3741,28777855,649,Perth,Male,45,7,0,Married,63829.36,Bachelors,2,0,1,75204.21,0
3742,28635396,738,Brisbane,Female,29,9,139106.19,Divorced,67595.43,Bachelors,1,1,0,141872.05,1
3743,28698031,587,Brisbane,Female,39,6,101851.8,Married,97980.38,Diploma,2,1,0,7103.71,0
3744,28678944,655,Brisbane,Female,32,6,130935.56,Divorced,7836.15,Diploma,1,1,0,9241.83,1
3745,28718507,647,Brisbane,Male,37,3,116509.99,Divorced,17206.27,Bachelors,1,1,1,149517.71,1
3746,28808334,776,Brisbane,Female,37,1,93124.04,Divorced,15675.87,Bachelors,2,1,1,196079.32,0
3747,28804709,688,Brisbane,Male,35,5,111578.18,Divorced,49097.64,Bachelors,1,0,0,166165.93,1
3748,28645835,605,Perth,Male,32,9,0,Single,25234.16,Masters,2,1,1,55724.24,0
3749,28738166,596,Perth,Female,39,10,86546.29,Divorced,95107.42,Diploma,1,0,1,131768.98,0
3750,28675360,427,Perth,Male,33,8,0,Divorced,86465.86,Bachelors,1,1,1,13858.95,0
3751,28793042,629,Perth,Male,39,2,129669.32,Divorced,7527.83,Bachelors,2,1,0,82774.07,0
3752,28630106,496,Melborne,Male,29,2,0,Divorced,32022.24,Masters,2,1,0,55389.59,0
3753,28810385,717,Melborne,Female,36,2,164557.95,Single,72438.44,Bachelors,1,0,1,82336.73,0
3754,28578211,777,Perth,Male,23,6,0,Single,86501.48,Masters,2,1,1,163225.48,0
3755,28572792,535,Melborne,Male,35,8,118989.92,Single,90468.67,Bachelors,1,1,1,135536.72,0
3756,28620030,744,Perth,Male,29,1,0,Divorced,46396.48,Bachelors,1,0,0,82422.97,0
3757,28783541,755,Perth,Male,31,5,0,Divorced,60556.1,Bachelors,2,0,1,194660.78,0
3758,28679284,593,Melborne,Female,45,6,79259.75,Married,51771.36,Diploma,1,1,0,55347.28,0
3759,28582910,514,Perth,Male,38,4,112230.38,Married,7027.28,Bachelors,1,1,0,16717.11,1
3760,28688337,721,Perth,Male,40,9,118129.87,Single,99082.6,Bachelors,1,1,1,160277.65,0
